business_address,business_city,business_id,business_latitude,business_location,business_longitude,business_name,business_phone_number,business_postal_code,business_state,full_adress,inspection_date,inspection_id,inspection_type,risk_category,violation_description,violation_id,inspection_score
1650 Holloway Ave unit C,San Francisco,97192.0,0.0,,0.0,HALAL SHOP,,94132,CA,1650 Holloway Ave unit C San Francisco 94132 CA,09/26/2019 12:00:00 AM,97192_20190926,Routine - Unscheduled,,,,100.0
2800 BRYANT St,San Francisco,36589.0,37.749472,POINT (-122.408928 37.749603),-122.40891699999999,Catering With Style,14155201276.0,94110,CA,2800 BRYANT St San Francisco 94110 CA,06/04/2018 12:00:00 AM,36589_20180604,Routine - Unscheduled,Low Risk,Improper food storage,36589_20180604_103139,67.0
428 11th St,San Francisco,89495.0,37.7698465,,-122.411946486015,The Sarap Shop LLC,14150740747.0,94103,CA,428 11th St San Francisco 94103 CA,05/02/2019 12:00:00 AM,89495_20190502,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,89495_20190502_103157,96.0
1410 09th Ave,San Francisco,4638.0,0.0,POINT (-122.48591 37.758941),0.0,Sunset Bakery,,94122,CA,1410 09th Ave San Francisco 94122 CA,03/13/2019 12:00:00 AM,4638_20190313,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,4638_20190313_103120,96.0
65 Post St,San Francisco,87272.0,37.7888517560976,,-122.403332731707,DaDa Bar,,94104,CA,65 Post St San Francisco 94104 CA,12/03/2018 12:00:00 AM,87272_20181203,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87272_20181203_103124,96.0
135 4th St,San Francisco,94310.0,37.78433195,,-122.403379579996,Yokai Express,,94103,CA,135 4th St San Francisco 94103 CA,02/26/2018 12:00:00 AM,94310_20180226,Routine - Unscheduled,,,,100.0
3801 BALBOA St,San Francisco,5958.0,37.7753357,POINT (-122.499709 37.775573),-122.499673623602,ST. THOMAS THE APOSTLE,14155263257.0,94121,CA,3801 BALBOA St San Francisco 94121 CA,01/28/2019 12:00:00 AM,5958_20190128,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,5958_20190128_103102,89.0
835 Market St FE#9,San Francisco,68763.0,0.0,POINT (-122.40664 37.785014),0.0,Kichi Grill,,94103,CA,835 Market St FE#9 San Francisco 94103 CA,07/18/2018 12:00:00 AM,68763_20180718,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,68763_20180718_103124,88.0
1725 Polk St,San Francisco,33442.0,37.7926465306122,POINT (-122.421164 37.792784),-122.42121134693899,Miller's East Coast Deli,,94109,CA,1725 Polk St San Francisco 94109 CA,07/19/2018 12:00:00 AM,33442_20180719,Routine - Unscheduled,Low Risk,Improper food storage,33442_20180719_103139,83.0
10 Mark Ln,San Francisco,34814.0,37.790352666666706,POINT (-122.404774 37.790324),-122.404597833333,The Irish Bank Bar & Restaurant,,94108,CA,10 Mark Ln San Francisco 94108 CA,10/02/2019 12:00:00 AM,34814_20191002,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,34814_20191002_103144,87.0
2291 03RD St,San Francisco,98081.0,0.0,,0.0,HAPPY COW CREAMERY & TEA,14155828836.0,94107,CA,2291 03RD St San Francisco 94107 CA,08/27/2019 12:00:00 AM,98081_20190827,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,98081_20190827_103133,85.0
55 Sadowa St,San Francisco,69761.0,37.712242591836706,POINT (-122.455421 37.712268),-122.45540848979601,Missionaries of Charity,14155583449.0,94112,CA,55 Sadowa St San Francisco 94112 CA,04/15/2019 12:00:00 AM,69761_20190415,Routine - Unscheduled,,,,100.0
3201 20th Ave,San Francisco,95463.0,37.7297747,,-122.4762095,La Spot,,94132,CA,3201 20th Ave San Francisco 94132 CA,05/10/2019 12:00:00 AM,95463_20190510,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,95463_20190510_103149,98.0
Pier 47,San Francisco,3446.0,37.80895039999999,POINT (-122.4177 37.807972),-122.41890337662,Scoma's Restaurant,,94133,CA,Pier 47 San Francisco 94133 CA,06/27/2019 12:00:00 AM,3446_20190627,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,3446_20190627_103119,96.0
888 Brannan St  5th Fl,San Francisco,96783.0,0.0,,0.0,BON APPETIT @ AIRBNB,,94103,CA,888 Brannan St  5th Fl San Francisco 94103 CA,07/02/2019 12:00:00 AM,96783_20190702,Routine - Unscheduled,Moderate Risk,Noncompliance with HAACP plan or variance,96783_20190702_103127,92.0
380 Webster St,San Francisco,5847.0,37.77369355,POINT (-122.429076 37.774046),-122.428803764617,John Muir Elementary School,14155246335.0,94117,CA,380 Webster St San Francisco 94117 CA,02/15/2019 12:00:00 AM,5847_20190215,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,5847_20190215_103149,94.0
"777 Stockton St, 1st  Floor",San Francisco,5995.0,0.0,POINT (-122.408452 37.791586),0.0,On Low Wui Senior Center,,94108,CA,"777 Stockton St, 1st  Floor San Francisco 94108 CA",05/09/2019 12:00:00 AM,5995_20190509,Routine - Unscheduled,,,,100.0
1448 Pacific Ave,San Francisco,65833.0,37.795460999999996,POINT (-122.419044 37.795398),-122.41897900000001,Ristorante Milano,,94109,CA,1448 Pacific Ave San Francisco 94109 CA,06/06/2018 12:00:00 AM,65833_20180606,Routine - Unscheduled,Low Risk,Inadequate ventilation or lighting,65833_20180606_103147,96.0
3349 MISSION St,San Francisco,5025.0,37.7432455,POINT (-122.421363 37.743313),-122.4211433,PIZZA HUT,14155472600.0,94110,CA,3349 MISSION St San Francisco 94110 CA,04/11/2019 12:00:00 AM,5025_20190411,Routine - Unscheduled,Moderate Risk,Employee eating or smoking,5025_20190411_103118,90.0
"1400 Mission St., Suite #131",San Francisco,92075.0,0.0,,0.0,Subway Sandwiches #6985,,94103,CA,"1400 Mission St., Suite #131 San Francisco 94103 CA",04/02/2019 12:00:00 AM,92075_20190402,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,92075_20190402_103102,93.0
850 La Playa St,San Francisco,3595.0,37.77249855,POINT (-122.509946 37.772323),-122.50936759495701,SAFEWAY #785,,94121,CA,850 La Playa St San Francisco 94121 CA,06/24/2019 12:00:00 AM,3595_20190624,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,3595_20190624_103116,96.0
651 06th Ave,San Francisco,5831.0,0.0,POINT (-122.462787 37.778382),0.0,FRANK MCCOPPIN ELEMENTARY SCHOOL,,94118,CA,651 06th Ave San Francisco 94118 CA,09/10/2019 12:00:00 AM,5831_20190910,Routine - Unscheduled,,,,100.0
2884 Geary Blvd,San Francisco,59040.0,37.7823339,POINT (-122.449956 37.782255),-122.4497777,Sun Stream Coffee,,94118,CA,2884 Geary Blvd San Francisco 94118 CA,08/16/2019 12:00:00 AM,59040_20190816,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,59040_20190816_103156,88.0
150 Greenwich St,San Francisco,1571.0,37.8032848965517,POINT (-122.402534 37.803208),-122.402301172414,SF Bay Club - Court Cafe,,94111,CA,150 Greenwich St San Francisco 94111 CA,08/28/2019 12:00:00 AM,1571_20190828,Routine - Unscheduled,High Risk,High risk food holding temperature,1571_20190828_103103,89.0
1 Warriors Way Level 300 East,San Francisco,101090.0,0.0,,0.0,Bar East Club 200,,94158,CA,1 Warriors Way Level 300 East San Francisco 94158 CA,09/06/2019 12:00:00 AM,101090_20190906,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,101090_20190906_103124,92.0
1581 Webster St 150,San Francisco,92786.0,0.0,,0.0,Aube,,94115,CA,1581 Webster St 150 San Francisco 94115 CA,06/27/2019 12:00:00 AM,92786_20190627,Routine - Unscheduled,Moderate Risk,Noncompliance with HAACP plan or variance,92786_20190627_103127,96.0
2700 24th St,San Francisco,65348.0,37.753066700000005,POINT (-122.406682 37.752988),-122.40655009999999,Wok And Go,,94110,CA,2700 24th St San Francisco 94110 CA,06/11/2018 12:00:00 AM,65348_20180611,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,65348_20180611_103142,84.0
1800 FOLSOM St,San Francisco,61514.0,37.768408,POINT (-122.415584 37.767907),-122.415706,Foods Co #357,,94103,CA,1800 FOLSOM St San Francisco 94103 CA,08/28/2019 12:00:00 AM,61514_20190828,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,61514_20190828_103154,89.0
3911 Alemany Bl.,San Francisco,33914.0,0.0,POINT (-122.46779 37.711185),0.0,Subway 30303,,94132,CA,3911 Alemany Bl. San Francisco 94132 CA,04/10/2019 12:00:00 AM,33914_20190410,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,33914_20190410_103156,94.0
1790 SUTTER St,San Francisco,7764.0,37.786618877551,POINT (-122.429815 37.78659),-122.429732938776,YASUKOCHI'S SWEET SHOP,14155938165.0,94115,CA,1790 SUTTER St San Francisco 94115 CA,02/06/2019 12:00:00 AM,7764_20190206,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,7764_20190206_103124,94.0
2191 Irving St,San Francisco,74149.0,37.763245,,-122.48125859999999,Guang Dong Barbecue Tea House,14155739948.0,94122,CA,2191 Irving St San Francisco 94122 CA,07/18/2019 12:00:00 AM,74149_20190718,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,74149_20190718_103120,82.0
3364 26th St,San Francisco,1003.0,37.7492233,POINT (-122.417402 37.749128),-122.4174393,RINCON PERUANO RESTAURANT,14155897712.0,94110,CA,3364 26th St San Francisco 94110 CA,03/13/2019 12:00:00 AM,1003_20190313,Routine - Unscheduled,Low Risk,Inadequate dressing rooms or improper storage of personal items,1003_20190313_103153,92.0
4845 MISSION ST,San Francisco,98280.0,37.720762,,-122.4375746,TY PHO,14155581683.0,94112,CA,4845 MISSION ST San Francisco 94112 CA,08/23/2019 12:00:00 AM,98280_20190823,Routine - Unscheduled,High Risk,High risk food holding temperature,98280_20190823_103103,91.0
553 HAIGHT St,San Francisco,1042.0,37.769667299999995,POINT (-122.431336 37.771964),-122.4496634,LOVE 'N HAIGHT COFFEE & DELI,14155258190.0,94117,CA,553 HAIGHT St San Francisco 94117 CA,11/29/2018 12:00:00 AM,1042_20181129,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,1042_20181129_103149,98.0
399 HAIGHT St,San Francisco,4893.0,37.773107399999994,POINT (-122.428627 37.772323),-122.42263030000001,S & W MARKET,14155862346.0,94102,CA,399 HAIGHT St San Francisco 94102 CA,04/15/2019 12:00:00 AM,4893_20190415,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,4893_20190415_103144,90.0
2180 POST St,San Francisco,54.0,37.7846616734694,POINT (-122.437734 37.784626),-122.437635142857,RHODA GOLDMAN PLAZA,14155345060.0,94115,CA,2180 POST St San Francisco 94115 CA,07/03/2018 12:00:00 AM,54_20180703,Routine - Unscheduled,Low Risk,Improper or defective plumbing,54_20180703_103150,94.0
301 King St,San Francisco,85170.0,37.775760600000005,,-122.3936243,Panera Bread,,94107,CA,301 King St San Francisco 94107 CA,04/26/2018 12:00:00 AM,85170_20180426,Routine - Unscheduled,,,,100.0
5 Embarcadero Center  18th Floor,San Francisco,38882.0,0.0,POINT (-122.396412 37.794147),0.0,Regency Club 18th Floor,,94111,CA,5 Embarcadero Center  18th Floor San Francisco 94111 CA,03/08/2019 12:00:00 AM,38882_20190308,Routine - Unscheduled,,,,100.0
1816 IRVING St,San Francisco,38808.0,37.7636862,POINT (-122.477497 37.763603),-122.47757779999999,PPQ Beef Noodle House,,94122,CA,1816 IRVING St San Francisco 94122 CA,08/05/2019 12:00:00 AM,38808_20190805,Routine - Unscheduled,Low Risk,No person in charge of food facility,38808_20190805_103135,69.0
500 PRECITA Ave,San Francisco,67895.0,37.747051,POINT (-122.410459 37.747114),-122.41044299999999,Precita Park Cafe,,94110,CA,500 PRECITA Ave San Francisco 94110 CA,04/22/2019 12:00:00 AM,67895_20190422,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,67895_20190422_103144,90.0
1494 California St,San Francisco,90930.0,37.7909494,,-122.4189316,Olea Restaurant,,94109,CA,1494 California St San Francisco 94109 CA,08/16/2019 12:00:00 AM,90930_20190816,Routine - Unscheduled,,,,98.0
4511 Mission St,San Francisco,38427.0,37.72600066666671,POINT (-122.433714 37.72604),-122.433681,Andrea's Bakery,,94112,CA,4511 Mission St San Francisco 94112 CA,02/11/2019 12:00:00 AM,38427_20190211,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,38427_20190211_103116,81.0
3465 19th St.,San Francisco,90581.0,37.7599899,,-122.420787769364,Media Noche,,94110,CA,3465 19th St. San Francisco 94110 CA,04/16/2019 12:00:00 AM,90581_20190416,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,90581_20190416_103120,89.0
1 Ferry Building  #32,San Francisco,68013.0,0.0,POINT (-122.39377 37.795225),0.0,"Mariposa Baking Co., Inc.",,94111,CA,1 Ferry Building  #32 San Francisco 94111 CA,05/23/2019 12:00:00 AM,68013_20190523,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,68013_20190523_103156,98.0
50 Post St,San Francisco,68128.0,37.7890922,,-122.40214170000002,FlourChylde Bakery,,94104,CA,50 Post St San Francisco 94104 CA,05/10/2018 12:00:00 AM,68128_20180510,Routine - Unscheduled,,,,100.0
3250 Van Ness Ave,San Francisco,85091.0,37.7982154,,-122.42385,Bon Appetit @ William Sonoma,,94109,CA,3250 Van Ness Ave San Francisco 94109 CA,09/10/2019 12:00:00 AM,85091_20190910,Routine - Unscheduled,,,,98.0
2537 24th St.,San Francisco,89127.0,37.7530156734694,,-122.40475234693899,J & E Restaurant,,94110,CA,2537 24th St. San Francisco 94110 CA,05/08/2019 12:00:00 AM,89127_20190508,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,89127_20190508_103154,81.0
155 Francisco St,San Francisco,4753.0,37.805240734693896,POINT (-122.408075 37.805286),-122.408331122449,Tan's Cafe III,,94133,CA,155 Francisco St San Francisco 94133 CA,07/15/2019 12:00:00 AM,4753_20190715,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,4753_20190715_103145,98.0
361 WEST PORTAL Ave,San Francisco,69486.0,37.737084112909606,,-122.469866015329,Tsing's Chinese Restaurant,14155817297.0,94127,CA,361 WEST PORTAL Ave San Francisco 94127 CA,08/30/2018 12:00:00 AM,69486_20180830,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,69486_20180830_103144,79.0
208 CLEMENT St,San Francisco,70619.0,37.7831969,POINT (-122.461482 37.783108),-122.46148000000001,Tenglong Chinese Restaurant,,94118,CA,208 CLEMENT St San Francisco 94118 CA,10/26/2018 12:00:00 AM,70619_20181026,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,70619_20181026_103144,90.0
607 Divisadero St,San Francisco,84456.0,37.7751846,,-122.43800359999999,Zaytoon,14150871945.0,94117,CA,607 Divisadero St San Francisco 94117 CA,06/10/2019 12:00:00 AM,84456_20190610,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,84456_20190610_103120,94.0
1718 Polk St,San Francisco,69759.0,37.792654299999995,POINT (-122.421016 37.792577),-122.4209774,Fish N Gari,,94109,CA,1718 Polk St San Francisco 94109 CA,08/20/2018 12:00:00 AM,69759_20180820,Routine - Unscheduled,Low Risk,Improper food storage,69759_20180820_103139,86.0
333 Battery St Level A & B,San Francisco,65724.0,0.0,POINT (-122.399862 37.799005),0.0,Le Meridien SF Main Kitchen/Employee Cafeteria,14155292904.0,94111,CA,333 Battery St Level A & B San Francisco 94111 CA,03/06/2019 12:00:00 AM,65724_20190306,Routine - Unscheduled,Low Risk,Low risk vermin infestation,65724_20190306_103161,98.0
Approved Private Locations & Special Events,San Francisco,87509.0,0.0,,0.0,D'Maize,,94110,CA,Approved Private Locations & Special Events San Francisco 94110 CA,05/23/2019 12:00:00 AM,87509_20190523,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,87509_20190523_103129,94.0
1026 Hyde St,San Francisco,279.0,37.7903614693878,POINT (-122.417227 37.790347),-122.41716334693899,Inga Donuts,,94109,CA,1026 Hyde St San Francisco 94109 CA,04/22/2019 12:00:00 AM,279_20190422,Routine - Unscheduled,Low Risk,Low risk vermin infestation,279_20190422_103161,98.0
3146 24th St,San Francisco,32671.0,37.752533,POINT (-122.415109 37.752512),-122.414992666667,La Taqueria Guadalajara,14155644892.0,94110,CA,3146 24th St San Francisco 94110 CA,04/15/2019 12:00:00 AM,32671_20190415,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,32671_20190415_103124,84.0
1849 Lincoln Way,San Francisco,36618.0,37.765244200000005,POINT (-122.478129 37.765384),-122.47816090000002,Chug Pub,,94122,CA,1849 Lincoln Way San Francisco 94122 CA,06/27/2019 12:00:00 AM,36618_20190627,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,36618_20190627_103119,90.0
Pier 39,San Francisco,5654.0,37.808332799999995,POINT (-122.410189 37.80824),-122.41028700000001,S. F. Gourmet Hot Dog Cart,,94133,CA,Pier 39 San Francisco 94133 CA,05/24/2018 12:00:00 AM,5654_20180524,Routine - Unscheduled,Low Risk,Improper storage use or identification of toxic substances,5654_20180524_103138,96.0
1435 Irving St,San Francisco,37833.0,37.7636128,POINT (-122.473198 37.76368),-122.4734253,Hollow,,94122,CA,1435 Irving St San Francisco 94122 CA,04/26/2019 12:00:00 AM,37833_20190426,Routine - Unscheduled,Moderate Risk,Improper thawing methods,37833_20190426_103132,92.0
24 Willie Mays Plaza,San Francisco,74336.0,37.7786119,,-122.390267454256,AT&T PARK - BABY BULL (P 10),,94107,CA,24 Willie Mays Plaza San Francisco 94107 CA,09/19/2017 12:00:00 AM,74336_20170919,Routine - Unscheduled,,,,100.0
350 Rhode Island St 150,San Francisco,80279.0,0.0,,0.0,Bon Appetit Management Company,,94107,CA,350 Rhode Island St 150 San Francisco 94107 CA,08/27/2019 12:00:00 AM,80279_20190827,Routine - Unscheduled,Low Risk,Low risk vermin infestation,80279_20190827_103161,96.0
160 Spear St Lobby ID,San Francisco,82602.0,0.0,,0.0,Tokyo Express,,94105,CA,160 Spear St Lobby ID San Francisco 94105 CA,10/03/2019 12:00:00 AM,82602_20191003,Routine - Unscheduled,High Risk,High risk food holding temperature,82602_20191003_103103,87.0
799 Battery St,San Francisco,86933.0,37.7985412,,-122.40113640000001,TAGCK-3,,94111,CA,799 Battery St San Francisco 94111 CA,04/19/2019 12:00:00 AM,86933_20190419,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,86933_20190419_103145,90.0
624 Laguna St,San Francisco,17612.0,37.77711740816329,POINT (-122.426292 37.776955),-122.42629177551001,Laguna Grove Care,,94102,CA,624 Laguna St San Francisco 94102 CA,11/05/2018 12:00:00 AM,17612_20181105,Routine - Unscheduled,,,,100.0
25 Lusk St,San Francisco,93572.0,37.778428999999996,,-122.39432260000001,Twenty Five Lusk (Roof Extension),14155275937.0,94107,CA,25 Lusk St San Francisco 94107 CA,04/17/2019 12:00:00 AM,93572_20190417,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,93572_20190417_103124,96.0
1530 Haight St,San Francisco,80961.0,37.77018675,,-122.447627503082,AFC Sushi @ Haight Street Market,14155250643.0,94117,CA,1530 Haight St San Francisco 94117 CA,05/13/2019 12:00:00 AM,80961_20190513,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,80961_20190513_103144,98.0
